file_path,thumbnail,set_key,langs,width,height,hide
https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0014.jpg,https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0014-thumb.jpg,Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009,GER,1769,3000,
https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0015.jpg,https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0015-thumb.jpg,Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009,GER,1806,3000,
https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0016.jpg,https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0016-thumb.jpg,Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009,GER,1822,3000,
https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0017.jpg,https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0017-thumb.jpg,Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009,GER,1799,3000,
https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0018.jpg,https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0018-thumb.jpg,Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009,GER,1758,3000,
https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0019.jpg,https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0019-thumb.jpg,Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009,GER,1804,3000,
https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0020.jpg,https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0020-thumb.jpg,Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009,GER,1723,3000,
https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0021.jpg,https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0021-thumb.jpg,Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009,GER,1792,3000,
https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0022.jpg,https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0022-thumb.jpg,Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009,GER,1729,3000,
https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0023.jpg,https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0023-thumb.jpg,Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009,GER,1765,3000,
https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0024.jpg,https://skillnet.hum.uu.nl/data/A/Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009/0024-thumb.jpg,Andreas-Stübel-ed-Aufgefangene-Briefe-Wahrenburg-Leipzig-1699-14-1009,GER,1775,3000,
